timedate,close,high,low,open,volume
2019-08-14 02:00:00+00:00,10654.7,10703.9,10539.1,10617.6,3541.34355606
2019-08-14 04:00:00+00:00,10622.5,10661.0,10552.3,10654.8,1633.4531828
2019-08-14 06:00:00+00:00,10619.8,10668.4,10585.0,10622.4,1668.54358666
2019-08-14 08:00:00+00:00,10514.7,10628.3,10410.0,10619.7,5759.07250555
2019-08-14 10:00:00+00:00,10558.7,10597.7,10475.3,10514.7,2520.21896864
2019-08-14 12:00:00+00:00,10592.6,10691.8,10555.3,10558.3,3377.34101187
2019-08-14 14:00:00+00:00,10515.7,10594.1,10459.4,10592.6,2823.03161414
2019-08-14 16:00:00+00:00,10232.8,10630.0,10069.5,10516.5,13522.4467836
2019-08-14 18:00:00+00:00,10135.8,10271.2,10128.2,10232.8,2963.63231916
2019-08-14 20:00:00+00:00,10210.2,10276.7,10113.4,10134.2,1921.74849923
2019-08-14 22:00:00+00:00,10053.5,10267.7,9936.5,10210.3,6243.70241669
2019-08-15 00:00:00+00:00,10087.8,10231.7,10030.1,10053.5,5207.56154537
2019-08-15 02:00:00+00:00,9862.7,10090.6,9818.3,10087.6,5443.42152719
2019-08-15 04:00:00+00:00,9728.5,9904.1,9660.0,9862.2,8324.65549404
2019-08-15 06:00:00+00:00,9879.7,9926.3,9517.3,9727.2,10196.84397234
2019-08-15 08:00:00+00:00,9970.5,10000.0,9802.0,9879.7,6725.93165577
2019-08-15 10:00:00+00:00,10155.2,10203.0,9956.1,9970.5,8597.35541256
2019-08-15 12:00:00+00:00,10009.4,10165.8,9905.5,10155.4,5505.98740985
2019-08-15 14:00:00+00:00,10091.4,10113.3,9952.7,10009.4,3502.67894096
2019-08-15 16:00:00+00:00,10024.6,10162.2,9980.8,10091.4,3432.73417987
2019-08-15 18:00:00+00:00,10109.3,10142.4,10018.1,10024.5,1893.51611178
2019-08-15 20:00:00+00:00,10334.6,10410.0,10088.5,10109.3,6061.15480569
2019-08-15 22:00:00+00:00,10292.3,10449.5,10243.6,10334.7,3546.34334375
2019-08-16 00:00:00+00:00,10352.0,10397.9,10245.1,10292.3,1810.27319202
2019-08-16 02:00:00+00:00,10323.9,10420.0,10269.4,10352.6,1911.94144804
2019-08-16 04:00:00+00:00,9902.7,10338.2,9768.0,10324.0,9529.70413414
2019-08-16 06:00:00+00:00,9937.1,10039.2,9853.5,9905.6,5542.26783502
2019-08-16 08:00:00+00:00,10094.0,10145.0,9875.1,9934.5,4717.42499003
2019-08-16 10:00:00+00:00,10144.8,10221.9,9804.0,10094.0,6894.85154749
2019-08-16 12:00:00+00:00,10111.1,10210.0,10056.6,10145.2,3771.3207409999995
2019-08-16 14:00:00+00:00,10389.0,10461.7,10040.6,10111.6,6014.00259072
2019-08-16 16:00:00+00:00,10397.7,10533.7,10306.2,10389.1,4702.64784165
2019-08-16 18:00:00+00:00,10449.4,10486.9,10389.3,10397.7,2084.23545741
2019-08-16 20:00:00+00:00,10425.0,10515.5,10354.4,10449.4,1383.26713417
2019-08-16 22:00:00+00:00,10326.0,10479.9,10262.4,10425.0,3788.33287355
2019-08-17 00:00:00+00:00,10380.2,10384.3,10205.0,10327.8,3302.86896512
2019-08-17 02:00:00+00:00,10289.9,10416.5,10281.3,10379.5,1890.64259897
2019-08-17 04:00:00+00:00,10376.0,10393.5,10253.2,10288.9,1333.61909367
2019-08-17 06:00:00+00:00,10356.3,10398.7,10320.0,10375.4,1334.35704886
2019-08-17 08:00:00+00:00,10440.1,10466.0,10318.6,10357.9,2653.96863102
2019-08-17 10:00:00+00:00,10333.0,10447.8,10320.7,10440.5,1884.94773043
2019-08-17 12:00:00+00:00,10358.8,10369.5,10282.1,10330.9,1842.42656157
2019-08-17 14:00:00+00:00,10312.1,10358.7,10250.0,10358.7,1689.06709769
2019-08-17 16:00:00+00:00,10078.0,10359.7,10041.1,10312.1,4036.27283141
2019-08-17 18:00:00+00:00,10170.1,10241.2,9993.3,10080.7,2785.1775799
2019-08-17 20:00:00+00:00,10143.3,10239.0,10049.9,10170.1,1650.85421892
2019-08-17 22:00:00+00:00,10217.6,10256.4,10124.2,10144.1,1544.44011794
2019-08-18 00:00:00+00:00,10181.4,10273.4,10155.4,10217.4,1096.87273776
2019-08-18 02:00:00+00:00,10112.2,10206.7,10102.6,10181.4,1529.26956097
2019-08-18 04:00:00+00:00,10142.0,10156.0,10074.4,10112.1,1208.0647517999998
2019-08-18 06:00:00+00:00,10140.0,10209.9,10115.4,10141.9,1147.93683742
2019-08-18 08:00:00+00:00,10194.5,10237.3,10094.0,10140.1,2123.31582137
2019-08-18 10:00:00+00:00,10397.9,10442.8,10169.5,10194.6,4163.80451306
2019-08-18 12:00:00+00:00,10430.5,10499.6,10360.0,10398.0,2414.07482353
2019-08-18 14:00:00+00:00,10390.5,10507.8,10368.1,10431.6,1747.59015288
2019-08-18 16:00:00+00:00,10381.3,10469.0,10344.3,10390.5,1639.81122801
2019-08-18 18:00:00+00:00,10371.2,10413.8,10338.6,10381.4,846.93630304
2019-08-18 20:00:00+00:00,10412.9,10417.6,10313.7,10371.3,815.80018862
2019-08-18 22:00:00+00:00,10306.8,10434.0,10288.7,10413.8,1851.17397239
2019-08-19 00:00:00+00:00,10334.9,10364.2,10258.0,10306.8,1070.68571721
2019-08-19 02:00:00+00:00,10403.9,10438.4,10335.0,10335.0,1444.95263608
2019-08-19 04:00:00+00:00,10361.6,10420.9,10347.4,10403.9,843.11925143
2019-08-19 06:00:00+00:00,10724.6,10735.7,10348.0,10361.7,8944.32632338
2019-08-19 08:00:00+00:00,10655.0,10747.0,10642.6,10724.3,2164.78509441
2019-08-19 10:00:00+00:00,10674.8,10779.9,10641.4,10654.0,2133.96640641
2019-08-19 12:00:00+00:00,10708.9,10717.3,10612.1,10674.5,2775.5486432
2019-08-19 14:00:00+00:00,10708.7,10748.4,10663.3,10708.9,2035.12535763
2019-08-19 16:00:00+00:00,10708.1,10745.3,10639.9,10708.4,1898.49516036
2019-08-19 18:00:00+00:00,10686.2,10823.0,10655.1,10707.9,2610.30485934
2019-08-19 20:00:00+00:00,10708.1,10728.2,10628.6,10684.3,792.975413
2019-08-19 22:00:00+00:00,10913.3,10928.3,10707.4,10707.4,2602.51661134
2019-08-20 00:00:00+00:00,10883.4,10950.0,10850.0,10913.6,2027.75491542
2019-08-20 02:00:00+00:00,10786.6,10888.1,10772.7,10883.5,2121.70073085
2019-08-20 04:00:00+00:00,10764.0,10827.2,10761.0,10786.6,1512.27257366
2019-08-20 06:00:00+00:00,10809.5,10826.5,10721.9,10764.0,2242.26074984
2019-08-20 08:00:00+00:00,10701.1,10812.0,10558.9,10809.7,4539.95592042
2019-08-20 10:00:00+00:00,10705.8,10713.4,10622.6,10701.2,1652.23346116
2019-08-20 12:00:00+00:00,10651.7,10712.0,10635.1,10705.8,1149.80843151
